Order_ID,Product_ID,Customer_ID,Employee_ID,Date,Quantity,Unit_Price,Discount
O002031,P0067,C00725,E051,2023-09-13,5,97156,0.21
O002032,P0052,C00515,E034,2024-08-17,4,24875,0.13
O002033,P0064,C00259,E052,2022-02-07,2,12622,0.15
O002034,P0048,C00612,E008,2023-09-11,4,53144,0.09
O002035,P0048,C00049,E021,2023-05-14,2,101344,0.0
O002036,P0056,C01308,E049,2022-05-31,4,116403,0.15
O002037,P0098,C00287,E042,2024-03-23,3,54951,0.06
O002038,P0003,C00466,E058,2023-03-26,3,66802,0.1
O002039,P0092,C00953,E024,2024-06-22,2,63725,0.03
O002040,P0007,C00503,E010,2024-07-07,1,41721,0.09
O002041,P0045,C00953,E059,2023-01-31,4,13239,0.15
O002042,P0046,C01050,E036,2023-05-04,1,116852,0.21
O002043,P0009,C00722,E022,2022-07-18,3,69416,0.04
O002044,P0013,C00299,E048,2023-12-30,5,38338,0.01
O002045,P0066,C00448,E041,2023-06-18,3,6164,0.11
O002046,P0043,C01256,E030,2022-12-22,5,45800,0.07
O002047,P0007,C01059,E038,2022-05-07,4,102417,0.12
O002048,P0098,C01053,E003,2023-11-14,5,98507,0.19
O002049,P0065,C00138,E010,2024-08-13,4,46273,0.17
O002050,P0057,C01499,E047,2023-10-13,3,21868,0.04
O002051,P0118,C00403,E006,2023-09-24,4,39144,0.1
O002052,P0006,C00091,E020,2022-01-13,2,28492,0.1
O002053,P0025,C00856,E052,2024-04-25,2,58956,0.14
O002054,P0033,C00432,E001,2022-03-09,2,115569,0.01
O002055,P0094,C00989,E051,2022-03-09,2,64381,0.23
O002056,P0022,C01378,E032,2022-04-27,1,90741,0.11
O002057,P0116,C00702,E040,2024-01-16,3,114489,0.12
O002058,P0034,C01182,E036,2023-07-16,3,85775,0.17
O002059,P0068,C00319,E043,2023-11-30,5,71163,0.17
O002060,P0104,C01217,E050,2024-07-07,2,32648,0.2
O002061,P0056,C00990,E018,2022-12-03,5,42396,0.12
O002062,P0093,C00829,E004,2024-09-01,5,42366,0.2
O002063,P0033,C00219,E053,2022-06-01,5,32311,0.21
O002064,P0029,C00510,E030,2024-07-15,2,15923,0.17
O002065,P0065,C00744,E027,2024-01-31,4,57957,0.14
O002066,P0039,C00167,E016,2022-06-16,5,66068,0.24
O002067,P0085,C00136,E050,2022-11-18,1,60098,0.1
O002068,P0056,C00316,E027,2023-04-30,1,46749,0.23
O002069,P0016,C00631,E016,2023-05-14,4,54949,0.15
O002070,P0052,C00881,E055,2022-08-29,3,34881,0.15
O002071,P0022,C00689,E011,2023-09-05,3,80784,0.09
O002072,P0011,C00207,E006,2022-03-26,1,22666,0.14
O002073,P0064,C00190,E060,2024-09-20,2,9731,0.0
O002074,P0023,C00067,E009,2022-10-26,3,91963,0.17
O002075,P0106,C01434,E023,2023-11-14,5,14471,0.01
O002076,P0115,C00635,E022,2022-04-13,1,79397,0.02
O002077,P0006,C01259,E001,2024-04-21,2,106486,0.04
O002078,P0051,C01005,E007,2022-10-01,5,41198,0.15
O002079,P0068,C00147,E054,2023-09-20,3,21168,0.02
O002080,P0078,C00533,E011,2023-10-21,5,15598,0.12
O002081,P0029,C01412,E019,2022-02-02,4,114693,0.08
O002082,P0021,C01424,E031,2024-04-09,4,50022,0.24
O002083,P0040,C00602,E042,2023-12-24,4,57784,0.2
O002084,P0031,C00634,E043,2022-12-01,2,34546,0.12
O002085,P0091,C00318,E003,2022-03-23,1,80028,0.22
O002086,P0019,C00221,E029,2022-05-10,2,97734,0.02
O002087,P0099,C00682,E045,2022-11-24,5,34359,0.18
O002088,P0056,C00840,E008,2024-08-10,5,98601,0.15
O002089,P0120,C01453,E014,2024-07-06,4,89007,0.01
O002090,P0021,C00801,E013,2022-12-20,1,9411,0.01
O002091,P0110,C00517,E025,2022-07-11,4,63752,0.16
O002092,P0051,C01453,E056,2022-11-28,4,20419,0.2
O002093,P0096,C01449,E028,2023-11-06,3,101502,0.14
O002094,P0090,C00377,E001,2024-06-09,2,35846,0.1
O002095,P0063,C00686,E010,2022-02-13,2,34460,0.13
O002096,P0064,C00570,E059,2022-07-27,2,57771,0.01
O002097,P0002,C01294,E024,2023-12-30,3,107884,0.15
O002098,P0044,C00006,E007,2023-05-10,5,29438,0.05
O002099,P0043,C01394,E043,2024-05-28,5,38841,0.13
O002100,P0114,C01083,E038,2023-09-20,5,28776,0.11
O002101,P0094,C00081,E030,2024-09-14,5,74712,0.07
O002102,P0097,C00935,E003,2022-10-19,3,5348,0.1
O002103,P0081,C00129,E031,2024-04-29,4,63757,0.23
O002104,P0078,C01172,E015,2024-08-03,3,112419,0.15
O002105,P0058,C00543,E020,2024-07-01,1,110051,0.06
O002106,P0116,C01187,E017,2023-02-09,3,3561,0.13
O002107,P0006,C00455,E053,2023-04-06,2,55032,0.0
O002108,P0007,C00156,E052,2024-04-02,3,73157,0.2
O002109,P0070,C00854,E002,2023-05-29,3,103781,0.15
O002110,P0007,C01018,E038,2022-08-07,5,89676,0.14
O002111,P0100,C00238,E055,2022-08-29,4,76499,0.18
O002112,P0023,C01117,E042,2022-07-25,1,92795,0.11
O002113,P0043,C01325,E016,2024-08-27,4,5711,0.02
O002114,P0120,C01498,E017,2022-06-23,3,91055,0.06
O002115,P0021,C00874,E014,2024-01-17,2,50373,0.02
O002116,P0120,C00592,E020,2023-07-10,5,86757,0.02
O002117,P0020,C00249,E055,2024-08-17,1,34398,0.02
O002118,P0099,C00554,E012,2022-04-27,4,47240,0.03
O002119,P0099,C01095,E030,2023-06-08,1,66077,0.17
O002120,P0036,C00171,E023,2024-03-18,1,49299,0.04
O002121,P0104,C00388,E035,2024-08-25,3,98068,0.0
O002122,P0117,C01271,E052,2024-09-19,1,11314,0.04
O002123,P0044,C00329,E034,2024-04-14,5,28450,0.12
O002124,P0119,C01294,E023,2022-01-31,3,114870,0.1
O002125,P0097,C00886,E007,2024-04-06,5,104693,0.2
O002126,P0028,C00344,E013,2023-09-28,4,104379,0.15
O002127,P0090,C00138,E048,2022-08-21,4,76067,0.19
O002128,P0050,C00660,E042,2023-01-13,2,8500,0.01
O002129,P0025,C00008,E037,2022-12-30,1,90107,0.23
O002130,P0084,C00694,E027,2024-02-07,1,44309,0.22
O002131,P0011,C00275,E054,2022-04-09,5,71224,0.14
O002132,P0015,C01215,E009,2023-04-30,4,75559,0.25
O002133,P0093,C00698,E008,2023-10-02,1,106041,0.21
O002134,P0041,C00504,E020,2023-07-04,4,41463,0.01
O002135,P0014,C00113,E020,2023-11-12,2,94213,0.06
O002136,P0049,C00314,E018,2022-12-15,4,12751,0.24
O002137,P0047,C00154,E032,2022-11-12,3,56329,0.01
O002138,P0037,C00672,E012,2023-12-30,1,116967,0.03
O002139,P0068,C01235,E039,2024-05-22,1,50517,0.03
O002140,P0034,C00684,E021,2024-06-28,1,26936,0.14
O002141,P0075,C00162,E015,2022-02-20,3,43827,0.21
O002142,P0071,C01109,E059,2024-05-29,1,109375,0.18
O002143,P0120,C01183,E056,2023-12-09,5,41955,0.23
O002144,P0085,C00610,E007,2024-07-05,4,101605,0.23
O002145,P0040,C00861,E006,2023-11-05,3,38264,0.19
O002146,P0018,C00141,E007,2024-08-29,5,3525,0.03
O002147,P0062,C00088,E031,2024-04-08,3,56213,0.14
O002148,P0034,C00326,E038,2024-08-20,5,107085,0.06
O002149,P0043,C00345,E012,2023-10-27,5,94841,0.22
O002150,P0081,C00035,E031,2022-08-12,2,25199,0.18
O002151,P0106,C01398,E033,2022-09-02,4,3692,0.17
O002152,P0113,C00560,E037,2024-03-24,2,67572,0.14
O002153,P0008,C00881,E014,2023-09-20,4,28227,0.21
O002154,P0038,C00706,E009,2023-02-19,5,56941,0.23
O002155,P0037,C00552,E016,2023-09-24,1,95655,0.11
O002156,P0083,C01240,E032,2022-01-02,1,56155,0.15
O002157,P0096,C00519,E045,2022-05-12,5,27164,0.2
O002158,P0075,C00246,E043,2022-09-12,2,96201,0.01
O002159,P0032,C00096,E047,2022-03-15,4,20427,0.24
O002160,P0036,C00231,E037,2022-01-03,2,97009,0.03
O002161,P0090,C00029,E027,2022-04-20,3,30044,0.11
O002162,P0019,C01484,E042,2024-03-15,1,116875,0.09
O002163,P0053,C00776,E043,2023-06-16,3,61118,0.17
O002164,P0110,C01301,E010,2022-07-31,4,49291,0.05
O002165,P0086,C01357,E016,2023-05-17,4,38900,0.11
O002166,P0033,C00007,E028,2023-04-20,2,11048,0.2
O002167,P0107,C00123,E048,2023-04-15,5,40889,0.05
O002168,P0015,C00589,E010,2022-10-18,3,26207,0.11
O002169,P0002,C00970,E051,2024-02-20,5,11558,0.15
O002170,P0045,C00621,E042,2022-08-18,4,29335,0.17
O002171,P0036,C00977,E025,2022-10-04,2,65960,0.06
O002172,P0116,C00274,E002,2024-03-10,2,87570,0.12
O002173,P0029,C01130,E033,2023-10-20,2,17394,0.07
O002174,P0048,C01070,E017,2023-12-08,1,38626,0.22
O002175,P0067,C00636,E048,2023-02-18,1,11253,0.14
O002176,P0114,C00220,E016,2024-07-09,3,36043,0.2
O002177,P0097,C01369,E060,2023-07-24,5,78289,0.2
O002178,P0068,C00375,E041,2023-05-24,5,3441,0.04
O002179,P0003,C00671,E050,2023-12-08,5,58014,0.14
O002180,P0001,C00986,E013,2022-07-11,1,99025,0.08
O002181,P0098,C00871,E017,2023-12-14,3,79833,0.05
O002182,P0052,C01372,E054,2024-09-10,5,77083,0.14
O002183,P0013,C00779,E031,2023-10-02,2,119687,0.06
O002184,P0006,C00689,E023,2023-04-28,2,72794,0.08
O002185,P0030,C00883,E036,2022-01-17,1,16525,0.14
O002186,P0018,C00474,E027,2024-06-06,1,29864,0.12
O002187,P0069,C00149,E007,2023-11-29,5,60839,0.18
O002188,P0029,C00440,E014,2023-01-15,1,7799,0.06
O002189,P0118,C01204,E027,2022-05-04,3,87281,0.15
O002190,P0058,C00429,E006,2022-12-15,2,83186,0.03
O002191,P0104,C00513,E051,2023-09-05,5,100834,0.16
O002192,P0098,C00494,E003,2023-05-03,3,73919,0.04
O002193,P0097,C01426,E047,2022-01-07,4,110094,0.25
O002194,P0102,C00844,E057,2022-12-05,1,14627,0.13
O002195,P0030,C01179,E018,2022-01-01,4,94275,0.09
O002196,P0046,C00927,E036,2023-12-14,2,6525,0.18
O002197,P0081,C01171,E002,2023-11-15,3,28237,0.04
O002198,P0021,C00480,E048,2022-02-16,2,28671,0.21
O002199,P0026,C00272,E019,2023-04-17,1,89725,0.11
O002200,P0080,C00276,E003,2022-05-01,2,51056,0.16
O002201,P0113,C00614,E054,2023-12-05,4,23175,0.17
O002202,P0107,C00326,E031,2023-01-23,1,25462,0.09
O002203,P0069,C00359,E044,2024-05-13,4,17224,0.02
O002204,P0021,C00434,E005,2022-06-07,4,17213,0.11
O002205,P0090,C00341,E018,2024-01-01,5,96549,0.14
O002206,P0087,C01088,E058,2024-08-12,5,79758,0.25
O002207,P0114,C00928,E011,2024-04-28,5,72841,0.17
O002208,P0028,C00920,E028,2022-06-26,5,112666,0.2
O002209,P0036,C00647,E017,2023-09-13,2,99130,0.2
O002210,P0107,C00042,E013,2023-02-20,3,52220,0.19
O002211,P0060,C00187,E056,2023-08-19,1,107412,0.17
O002212,P0116,C00111,E015,2024-01-25,5,115351,0.03
O002213,P0062,C00809,E059,2023-10-28,5,96382,0.18
O002214,P0018,C00109,E034,2022-07-04,5,117792,0.06
O002215,P0017,C00493,E059,2022-02-21,5,115499,0.15
O002216,P0114,C00152,E016,2023-07-06,5,13953,0.08
O002217,P0069,C00192,E017,2022-09-25,3,74946,0.03
O002218,P0023,C00091,E028,2023-05-18,2,21312,0.2
O002219,P0029,C01432,E041,2022-04-02,5,22375,0.16
O002220,P0010,C00865,E047,2023-10-12,5,13506,0.18
O002221,P0042,C00944,E011,2023-11-29,3,114047,0.08
O002222,P0005,C00024,E050,2022-01-28,1,116100,0.2
O002223,P0004,C00172,E021,2022-06-18,5,13625,0.02
O002224,P0025,C00985,E052,2022-04-11,4,105714,0.22
O002225,P0083,C00761,E004,2024-03-17,5,6387,0.18
O002226,P0046,C00641,E025,2023-11-20,1,107161,0.23
O002227,P0083,C00594,E049,2022-10-27,3,23876,0.02
O002228,P0105,C00303,E039,2023-11-16,5,73780,0.12
O002229,P0063,C01070,E059,2024-02-26,1,22736,0.04
O002230,P0098,C00592,E033,2023-09-29,1,44171,0.09
O002231,P0006,C01039,E028,2023-04-24,1,8786,0.15
O002232,P0001,C01356,E017,2024-06-26,2,52531,0.09
O002233,P0044,C00182,E024,2024-01-12,5,39055,0.13
O002234,P0052,C00774,E037,2022-05-06,2,57129,0.04
O002235,P0035,C01048,E015,2022-11-26,3,89681,0.01
O002236,P0040,C00349,E051,2023-08-14,4,98630,0.01
O002237,P0092,C00081,E041,2023-04-27,1,56311,0.05
O002238,P0053,C01234,E055,2023-09-21,5,63296,0.15
O002239,P0101,C00035,E050,2023-10-02,5,27217,0.03
O002240,P0008,C00549,E052,2022-02-18,1,116410,0.1
O002241,P0107,C01083,E008,2024-06-30,5,72375,0.18
O002242,P0034,C01282,E047,2022-09-22,2,74758,0.24
O002243,P0064,C00510,E034,2022-07-18,4,97133,0.19
O002244,P0068,C01327,E005,2023-02-14,3,34749,0.04
O002245,P0009,C00290,E045,2023-02-14,5,91854,0.07
O002246,P0022,C01069,E037,2023-10-23,3,56430,0.07
O002247,P0003,C00498,E057,2023-03-06,2,51268,0.18
O002248,P0109,C01083,E028,2022-08-08,1,43577,0.24
O002249,P0033,C00169,E030,2024-06-13,1,110746,0.1
O002250,P0081,C00799,E011,2022-12-30,3,102307,0.07
O002251,P0112,C00087,E012,2023-02-17,2,97519,0.17
O002252,P0044,C01114,E044,2022-07-11,3,28122,0.24
O002253,P0117,C01494,E002,2023-11-16,1,64581,0.09
O002254,P0053,C00574,E056,2022-10-25,5,78459,0.24
O002255,P0068,C01035,E059,2024-07-29,1,104192,0.06
O002256,P0014,C00755,E016,2023-07-24,5,70993,0.04
O002257,P0036,C00680,E047,2024-09-22,2,64037,0.15
O002258,P0090,C00127,E044,2023-12-06,3,7920,0.07
O002259,P0082,C00118,E055,2022-10-26,2,29822,0.23
O002260,P0027,C00728,E013,2024-04-28,5,36779,0.15
O002261,P0114,C01452,E008,2023-02-09,2,108736,0.04
O002262,P0014,C00185,E007,2023-12-30,5,62604,0.13
O002263,P0093,C00254,E035,2022-02-19,5,29033,0.06
O002264,P0012,C01293,E044,2022-07-22,4,31414,0.03
O002265,P0083,C00662,E015,2022-02-10,4,115042,0.01
O002266,P0010,C00172,E059,2024-02-08,5,102792,0.13
O002267,P0098,C00671,E025,2022-04-08,4,68625,0.21
O002268,P0100,C01132,E047,2024-06-03,5,119893,0.0
O002269,P0117,C00379,E014,2024-04-20,1,109258,0.01
O002270,P0014,C00686,E050,2023-03-01,1,75055,0.03
O002271,P0077,C01073,E060,2022-01-14,2,93229,0.09
O002272,P0061,C01305,E045,2023-05-25,3,98585,0.07
O002273,P0077,C00246,E047,2024-07-18,4,3402,0.22
O002274,P0088,C00438,E026,2023-01-12,5,106819,0.09
O002275,P0114,C00119,E005,2022-11-15,5,12294,0.2
O002276,P0112,C01078,E041,2024-03-01,5,40596,0.03
O002277,P0038,C00463,E015,2023-02-11,5,65566,0.09
O002278,P0004,C01202,E009,2024-02-14,4,28520,0.04
O002279,P0093,C00323,E014,2023-09-14,5,69303,0.04
O002280,P0031,C00925,E018,2022-12-10,3,57823,0.02
O002281,P0033,C00075,E045,2024-02-03,3,20046,0.13
O002282,P0053,C00088,E054,2023-01-11,1,104976,0.2
O002283,P0031,C01009,E060,2023-02-09,4,60064,0.24
O002284,P0096,C00095,E034,2023-12-12,1,18271,0.19
O002285,P0055,C00037,E003,2024-08-24,2,117665,0.25
O002286,P0067,C00417,E024,2023-02-04,4,118938,0.15
O002287,P0105,C00056,E025,2022-06-07,4,12526,0.08
O002288,P0096,C00436,E007,2024-09-02,2,103610,0.05
O002289,P0115,C00698,E023,2022-02-23,4,69725,0.14
O002290,P0056,C01172,E007,2023-05-13,4,58636,0.19
O002291,P0083,C00293,E040,2022-08-04,5,111972,0.07
O002292,P0096,C00083,E008,2022-09-05,3,75683,0.0
O002293,P0068,C00917,E050,2022-07-18,3,42117,0.06
O002294,P0111,C01367,E059,2023-07-18,5,20890,0.1
O002295,P0028,C00479,E042,2023-01-19,5,97877,0.03
O002296,P0014,C01367,E024,2023-04-08,1,82387,0.21
O002297,P0065,C00755,E037,2023-08-18,1,108288,0.07
O002298,P0074,C00373,E060,2022-01-17,4,36455,0.15
O002299,P0022,C00826,E049,2023-09-05,5,84759,0.24
O002300,P0054,C01279,E037,2024-04-07,4,116977,0.2
O002301,P0038,C01132,E042,2023-09-12,5,100782,0.18
O002302,P0087,C00935,E006,2024-06-29,5,41738,0.04
O002303,P0101,C00750,E038,2023-01-29,5,35532,0.04
O002304,P0073,C00211,E019,2022-01-22,5,119305,0.08
O002305,P0080,C00399,E012,2024-06-30,2,17202,0.05
O002306,P0100,C00457,E019,2024-03-10,2,104747,0.24
O002307,P0052,C01155,E036,2024-09-10,1,56453,0.16
O002308,P0003,C01143,E031,2022-06-08,4,86917,0.03
O002309,P0098,C00856,E058,2022-02-01,4,25795,0.19
O002310,P0040,C01151,E047,2022-08-22,5,82525,0.06
O002311,P0086,C01357,E039,2024-07-18,3,88221,0.06
O002312,P0067,C00284,E043,2024-07-07,5,102223,0.0
O002313,P0105,C00584,E053,2022-01-04,3,56408,0.22
O002314,P0016,C00292,E058,2023-12-13,5,82954,0.11
O002315,P0004,C01125,E052,2024-05-19,2,56245,0.15
O002316,P0046,C01116,E044,2022-05-31,4,89627,0.07
O002317,P0101,C01128,E025,2023-08-10,4,48182,0.1
O002318,P0010,C00444,E001,2023-07-30,4,109003,0.11
O002319,P0087,C01405,E057,2022-05-30,2,108805,0.13
O002320,P0074,C00690,E060,2024-02-08,1,36021,0.21
O002321,P0100,C00547,E026,2023-07-09,2,34536,0.15
O002322,P0099,C00637,E055,2023-06-06,3,85056,0.22
O002323,P0110,C00061,E054,2024-09-09,2,65707,0.19
O002324,P0001,C00014,E043,2024-05-22,5,59917,0.15
O002325,P0117,C00798,E005,2022-02-26,1,112276,0.24
O002326,P0050,C01032,E013,2022-03-18,1,90597,0.05
O002327,P0079,C00686,E053,2024-09-19,1,9280,0.24
O002328,P0049,C01081,E004,2023-09-19,3,13499,0.07
O002329,P0078,C00150,E055,2024-01-26,3,10120,0.11
O002330,P0100,C00363,E056,2023-10-07,5,28676,0.22
O002331,P0057,C01315,E027,2023-10-05,2,9592,0.18
O002332,P0029,C01306,E018,2022-10-04,1,67915,0.11
O002333,P0077,C00577,E026,2022-06-16,1,96626,0.24
O002334,P0114,C00287,E047,2023-02-17,4,91000,0.03
O002335,P0018,C00706,E002,2023-07-23,1,100761,0.22
O002336,P0093,C01281,E053,2023-05-01,4,9251,0.25
O002337,P0073,C01433,E060,2023-09-09,1,103809,0.19
O002338,P0003,C00814,E060,2023-06-21,5,37445,0.02
O002339,P0025,C00407,E013,2023-04-10,2,14689,0.23
O002340,P0120,C00644,E023,2024-01-03,2,29557,0.09
O002341,P0052,C00223,E030,2023-07-12,1,63850,0.0
O002342,P0109,C00337,E044,2022-04-15,1,82026,0.04
O002343,P0049,C00231,E015,2024-02-08,4,34191,0.21
O002344,P0086,C00651,E009,2023-04-24,4,74580,0.14
O002345,P0045,C00771,E008,2022-07-14,2,61653,0.02
O002346,P0086,C01117,E019,2022-11-11,3,80667,0.01
O002347,P0022,C01186,E021,2022-02-18,2,116262,0.1
O002348,P0066,C00089,E053,2022-04-07,4,39096,0.07
O002349,P0007,C00485,E029,2022-07-29,3,112051,0.03
O002350,P0061,C01095,E007,2024-08-07,2,63713,0.19
O002351,P0064,C01367,E033,2022-06-24,2,12853,0.0
O002352,P0021,C01309,E006,2024-06-18,4,110562,0.15
O002353,P0106,C00374,E007,2023-10-06,2,37222,0.13
O002354,P0054,C00352,E037,2023-07-14,3,99278,0.21
O002355,P0101,C01498,E044,2023-09-14,4,33653,0.19
O002356,P0111,C00475,E056,2024-04-22,5,34854,0.22
O002357,P0109,C01056,E012,2023-07-11,3,56533,0.01
O002358,P0030,C01173,E049,2023-04-06,1,67595,0.2
O002359,P0076,C01116,E047,2023-10-14,4,55793,0.17
O002360,P0016,C00929,E031,2023-12-18,1,55777,0.22
O002361,P0064,C00484,E058,2023-02-19,5,105221,0.2
O002362,P0111,C00032,E024,2024-02-22,1,52298,0.14
O002363,P0011,C01350,E054,2022-06-25,2,32348,0.16
O002364,P0042,C01381,E011,2022-03-30,4,91964,0.22
O002365,P0047,C00031,E050,2022-12-10,5,61626,0.23
O002366,P0088,C00543,E026,2023-08-07,2,99008,0.02
O002367,P0084,C00357,E005,2023-08-08,2,45911,0.14
O002368,P0059,C01217,E003,2023-07-25,5,73026,0.19
O002369,P0035,C00482,E028,2023-10-01,5,74022,0.07
O002370,P0070,C00034,E011,2022-05-10,1,114525,0.08
O002371,P0005,C01240,E045,2024-01-18,2,89810,0.21
O002372,P0056,C01473,E039,2024-01-04,3,69500,0.24
O002373,P0083,C00267,E020,2024-06-22,5,47265,0.21
O002374,P0079,C01049,E036,2023-10-07,1,87839,0.02
O002375,P0045,C00926,E041,2023-07-13,5,63015,0.24
O002376,P0097,C00074,E045,2023-11-02,4,15014,0.09
O002377,P0023,C00482,E058,2023-07-12,4,61665,0.1
O002378,P0026,C01105,E050,2024-09-22,2,6436,0.23
O002379,P0058,C00563,E025,2024-03-09,1,83481,0.02
O002380,P0081,C01360,E030,2023-05-22,5,72756,0.12
O002381,P0070,C00308,E055,2023-10-01,5,60208,0.13
O002382,P0092,C00316,E054,2024-05-04,2,44958,0.13
O002383,P0026,C01012,E048,2022-02-09,5,44714,0.17
O002384,P0001,C00817,E042,2022-07-10,2,51323,0.01
O002385,P0035,C00062,E043,2024-07-05,3,102033,0.25
O002386,P0049,C01491,E040,2022-12-06,4,77605,0.01
O002387,P0087,C00256,E011,2022-10-14,5,26056,0.19
O002388,P0044,C00768,E018,2022-09-15,2,71627,0.1
O002389,P0076,C00808,E013,2022-05-24,3,111326,0.2
O002390,P0038,C00381,E041,2022-09-10,2,92591,0.13
O002391,P0074,C00552,E051,2023-02-05,2,116546,0.24
O002392,P0070,C01173,E060,2022-04-16,3,56071,0.04
O002393,P0011,C01402,E044,2024-07-26,3,27458,0.13
O002394,P0044,C01480,E060,2023-05-10,2,48003,0.1
O002395,P0074,C00352,E026,2024-08-26,5,32052,0.22
O002396,P0029,C00704,E034,2023-09-15,3,16398,0.06
O002397,P0065,C00218,E036,2023-12-29,4,51395,0.09
O002398,P0083,C01003,E034,2022-09-27,4,114427,0.14
O002399,P0003,C01250,E021,2024-02-14,4,104319,0.17
O002400,P0106,C00536,E015,2022-01-08,2,43189,0.16
O002401,P0016,C01384,E058,2023-06-09,5,12766,0.23
O002402,P0015,C00986,E039,2023-05-11,2,9145,0.05
O002403,P0107,C01444,E022,2023-08-19,2,38275,0.2
O002404,P0012,C00746,E014,2023-02-08,3,14561,0.08
O002405,P0059,C00221,E021,2024-04-27,3,29515,0.03
O002406,P0094,C00356,E024,2023-09-27,2,110156,0.1
O002407,P0094,C01075,E007,2022-09-01,4,61632,0.21
O002408,P0006,C00033,E040,2022-09-30,2,94373,0.22
O002409,P0103,C00224,E019,2024-08-31,1,7612,0.19
O002410,P0023,C00936,E025,2023-09-23,5,18992,0.17
O002411,P0068,C00969,E036,2022-03-03,5,99010,0.21
O002412,P0097,C00979,E001,2022-10-06,3,20009,0.06
O002413,P0066,C01079,E036,2024-05-27,3,55716,0.04
O002414,P0018,C00678,E036,2024-04-08,4,57536,0.01
O002415,P0042,C01196,E033,2023-03-02,4,73636,0.11
O002416,P0039,C00344,E009,2023-05-20,3,69874,0.08
O002417,P0095,C01371,E018,2023-07-09,3,99061,0.15
O002418,P0047,C00650,E051,2023-12-31,5,40753,0.04
O002419,P0017,C00624,E040,2024-07-21,1,13876,0.2
O002420,P0055,C00681,E002,2022-05-20,1,118669,0.01
O002421,P0020,C00629,E024,2023-10-17,2,79851,0.16
O002422,P0030,C00149,E016,2022-05-15,1,107767,0.08
O002423,P0041,C00142,E014,2022-01-06,3,47555,0.12
O002424,P0067,C00418,E041,2023-10-11,4,75816,0.18
O002425,P0088,C00206,E019,2022-11-07,3,114558,0.13
O002426,P0079,C00785,E025,2023-08-24,5,96944,0.12
O002427,P0064,C01414,E060,2022-08-16,4,61851,0.22
O002428,P0101,C00904,E047,2024-08-30,3,87298,0.1
O002429,P0096,C00014,E009,2023-01-11,5,99829,0.18
O002430,P0118,C00756,E019,2022-08-03,1,71921,0.05
O002431,P0105,C00355,E046,2023-07-11,1,99606,0.03
O002432,P0108,C00129,E009,2022-07-24,5,21771,0.22
O002433,P0083,C00015,E041,2022-11-09,5,15137,0.01
O002434,P0095,C00017,E057,2022-04-03,5,35079,0.1
O002435,P0063,C00328,E014,2024-01-05,5,63710,0.09
O002436,P0069,C00339,E050,2023-04-28,4,70984,0.18
O002437,P0086,C00934,E012,2024-03-16,2,48886,0.12
O002438,P0042,C00534,E048,2024-09-23,3,76667,0.16
O002439,P0062,C00278,E025,2022-06-08,5,7285,0.08
O002440,P0080,C00185,E033,2024-04-16,4,53123,0.22
O002441,P0071,C00494,E047,2022-04-15,4,9959,0.14
O002442,P0024,C01472,E029,2024-09-10,1,87596,0.12
O002443,P0009,C00937,E044,2022-08-09,2,61051,0.2
O002444,P0094,C00445,E060,2023-08-02,5,27398,0.24
O002445,P0119,C00060,E021,2022-07-06,2,23341,0.14
O002446,P0073,C01260,E014,2024-01-29,4,118547,0.04
O002447,P0013,C00875,E052,2022-12-01,5,12877,0.16
O002448,P0031,C01133,E036,2022-05-28,2,24831,0.08
O002449,P0047,C01439,E016,2024-03-19,5,115158,0.22
O002450,P0027,C00656,E036,2024-08-20,3,37967,0.1
O002451,P0063,C01485,E042,2023-04-20,4,31687,0.04
O002452,P0051,C00594,E016,2024-08-22,1,77847,0.08
O002453,P0111,C00520,E037,2024-04-10,4,83112,0.18
O002454,P0015,C00370,E058,2023-04-03,5,111117,0.21
O002455,P0075,C00899,E001,2022-07-11,5,25849,0.11
O002456,P0021,C00114,E022,2022-09-10,5,64408,0.19
O002457,P0117,C01020,E047,2022-04-26,2,67268,0.18
O002458,P0105,C00670,E009,2023-08-17,5,71019,0.06
O002459,P0020,C00058,E052,2023-11-23,1,20657,0.2
O002460,P0051,C01494,E051,2024-01-14,1,74824,0.05
O002461,P0005,C00092,E017,2024-02-19,5,67087,0.15
O002462,P0088,C00954,E034,2023-05-31,5,116196,0.14
O002463,P0045,C01401,E014,2023-12-11,3,90470,0.13
O002464,P0024,C00485,E041,2023-07-02,4,10979,0.2
O002465,P0119,C00083,E013,2022-01-18,3,42597,0.06
O002466,P0050,C01322,E006,2024-04-14,5,115090,0.2
O002467,P0042,C00225,E030,2022-03-10,3,112469,0.22
O002468,P0027,C01491,E037,2024-07-09,1,5993,0.19
O002469,P0083,C01183,E011,2024-03-08,5,101209,0.09
O002470,P0004,C00190,E020,2022-07-23,4,39331,0.16
O002471,P0095,C01048,E013,2022-02-28,5,110904,0.05
O002472,P0001,C01181,E027,2023-04-27,1,30579,0.17
O002473,P0064,C00191,E039,2024-09-17,1,22029,0.1
O002474,P0082,C00310,E047,2022-06-05,1,30164,0.04
O002475,P0111,C01407,E060,2023-12-19,4,56754,0.12
O002476,P0085,C00286,E004,2022-04-28,5,104105,0.19
O002477,P0012,C00238,E008,2023-01-27,4,16697,0.03
O002478,P0024,C00086,E008,2023-09-25,1,61522,0.03
O002479,P0044,C01356,E048,2024-08-05,5,102608,0.11
O002480,P0032,C00406,E060,2023-09-30,2,7852,0.07
